deal_id,customer_id,deal_name,amount,deal_stage,start_date,end_date,plan_type,created_date,closed_date
d002806,cu06174,Architect Dot-Com Web-Readiness,5024.92,Won,5/13/2020,4/16/2022,Free,10/17/2021,7/8/2022
d002807,cu06774,Exploit Vertical Schemas,1887.66,In Progress,4/7/2024,7/4/2019,Enterprise,6/1/2023,5/20/2018
d002808,cu06500,Visualize Turn-Key Solutions,9580.2,Lost,8/15/2023,2/19/2025,Enterprise,5/28/2021,4/5/2023
d002809,cu08895,Brand Frictionless Solutions,9327.94,Won,1/15/2018,7/29/2025,Basic,1/18/2022,8/17/2022
d002810,cu04093,Synergize Intuitive Interfaces,6825.86,Lost,2/20/2022,7/14/2021,Free,4/26/2022,7/17/2023
d002811,cu08423,Implement Enterprise E-Markets,9479.03,Lost,5/11/2021,10/18/2020,Basic,2/25/2022,7/4/2021
d002812,cu08429,Embrace E-Business Deliverables,3432.64,In Progress,9/8/2020,11/22/2019,Free,4/22/2023,9/8/2023
d002813,cu04604,Synthesize Rich Content,8883.43,In Progress,3/20/2018,8/18/2019,Free,8/10/2018,1/11/2021
d002814,cu07201,Integrate Out-Of-The-Box Architectures,4932.5,In Progress,6/16/2023,6/20/2019,Basic,5/10/2020,5/28/2022
d002815,cu08291,Brand Bricks-And-Clicks Partnerships,7251.53,In Progress,1/17/2018,5/9/2020,Pro,9/23/2019,12/8/2020
d002816,cu02023,Enhance Back-End Mindshare,196,In Progress,5/20/2020,9/14/2019,Free,5/12/2018,3/15/2018
d002817,cu04011,Syndicate Collaborative Functionalities,6180.57,In Progress,9/15/2022,5/31/2025,Enterprise,7/17/2024,3/28/2022
d002818,cu01720,Harness Best-Of-Breed E-Markets,9996.42,Lost,2/1/2023,6/13/2024,Pro,5/31/2017,3/14/2020
d002819,cu08138,Brand Revolutionary Interfaces,9327.15,Lost,6/27/2024,2/28/2019,Enterprise,3/26/2024,4/16/2024
d002820,cu02755,Re-Contextualize Leading-Edge Deliverables,3813.47,In Progress,8/17/2023,11/10/2019,Free,11/29/2022,2/24/2023
d002821,cu07178,Drive Magnetic Architectures,8025.98,In Progress,8/9/2023,2/12/2023,Pro,11/10/2023,8/23/2025
d002822,cu00898,Enhance Mission-Critical Action-Items,3526.37,In Progress,10/4/2024,5/20/2023,Basic,8/8/2024,3/29/2022
d002823,cu04174,Innovate Front-End Deliverables,6159.62,Won,7/10/2022,1/19/2025,Enterprise,8/29/2020,2/16/2023
d002824,cu08156,Leverage Dynamic E-Business,459.65,Lost,9/23/2022,5/21/2022,Enterprise,12/4/2024,8/5/2019
d002825,cu05363,Transition Turn-Key E-Commerce,5146.32,In Progress,8/23/2024,10/21/2022,Pro,2/8/2020,4/9/2025
d002826,cu03691,Enable Value-Added Supply-Chains,2464.01,Lost,10/21/2018,11/11/2019,Pro,5/22/2018,9/7/2021
d002827,cu03095,Productize Wireless Interfaces,3508.34,Won,12/2/2019,3/21/2024,Basic,6/23/2022,12/27/2024
d002828,cu04057,Enhance Clicks-And-Mortar Partnerships,6011.09,Won,12/28/2018,4/19/2023,Pro,7/21/2024,1/31/2024
d002829,cu01356,Visualize Cross-Platform Paradigms,1362.46,Won,1/10/2020,12/15/2023,Free,4/20/2017,1/12/2024
d002830,cu09808,Syndicate Best-Of-Breed Markets,1393.14,Lost,11/6/2020,4/5/2019,Free,8/18/2022,10/7/2023
d002831,cu00683,Leverage Interactive Partnerships,151.76,Lost,12/13/2023,8/19/2022,Free,3/13/2019,2/10/2018
d002832,cu01409,Drive Dot-Com Technologies,570.79,Lost,4/28/2019,5/25/2023,Basic,1/22/2022,1/3/2019
d002833,cu03528,Integrate Revolutionary Models,6448.38,Lost,10/28/2024,3/24/2020,Enterprise,7/26/2020,7/20/2025
d002834,cu02461,Transform Integrated Info-Mediaries,2241.84,Won,4/20/2018,11/20/2024,Basic,11/19/2021,6/1/2021
d002835,cu04517,Unleash Viral E-Tailers,8833.86,In Progress,9/10/2021,8/9/2024,Basic,1/7/2018,10/22/2024
d002836,cu08294,Seize Efficient Channels,9272.55,In Progress,10/17/2020,9/10/2023,Pro,1/26/2021,6/27/2025
d002837,cu09692,Re-Contextualize Plug-And-Play Web Services,8123.01,In Progress,4/24/2020,1/11/2021,Pro,5/5/2024,9/7/2022
d002838,cu08385,Engineer Front-End Mindshare,7853.18,In Progress,7/15/2022,1/19/2019,Free,3/21/2018,6/17/2020
d002839,cu08553,Target Transparent Partnerships,6713.09,Lost,5/16/2019,5/29/2022,Free,3/8/2018,7/11/2024
d002840,cu00310,E-Enable Ubiquitous E-Markets,4974.46,Lost,12/11/2019,1/28/2020,Basic,4/29/2017,5/31/2024
d002841,cu02412,Repurpose Proactive Vortals,255.88,Lost,6/12/2019,2/13/2021,Free,11/8/2022,12/17/2019
d002842,cu00542,Evolve One-To-One Content,3241.43,Won,5/8/2018,3/9/2023,Free,7/16/2018,6/29/2022
d002843,cu06081,Enable Sticky Web-Readiness,7974.2,Won,4/25/2020,2/25/2022,Free,4/28/2018,10/19/2024
d002844,cu05443,Repurpose Frictionless Metrics,2819.4,In Progress,1/7/2018,6/30/2021,Pro,2/24/2023,6/9/2024
d002845,cu00745,Incubate Dynamic Architectures,6779.82,Lost,7/10/2023,3/17/2021,Basic,9/13/2019,5/19/2019
d002846,cu00335,Synergize Best-Of-Breed Experiences,1463.73,In Progress,1/27/2021,9/11/2023,Free,5/20/2021,1/19/2019
d002847,cu06344,Matrix Granular E-Tailers,4419.43,In Progress,7/20/2021,2/5/2021,Enterprise,8/30/2018,12/21/2021
d002848,cu01895,Facilitate Frictionless Supply-Chains,6068.34,Won,11/28/2019,8/21/2019,Basic,9/5/2017,3/31/2021
d002849,cu09797,Deploy B2C Content,4557.86,Lost,6/16/2023,5/10/2019,Basic,3/6/2021,6/19/2022
d002850,cu08546,Cultivate Extensible Functionalities,1581.99,Lost,11/30/2023,8/5/2025,Enterprise,10/5/2022,1/3/2022
d002851,cu09048,Exploit Best-Of-Breed Info-Mediaries,6165.29,In Progress,10/26/2024,1/30/2025,Free,12/3/2017,10/14/2020
d002852,cu07333,Transition Cross-Media Mindshare,6322.1,Lost,1/29/2021,1/16/2020,Basic,4/19/2021,9/6/2024
d002853,cu02253,Redefine Back-End Vortals,2199.55,In Progress,1/6/2021,1/28/2019,Basic,11/6/2019,12/5/2022
d002854,cu04429,Brand Efficient Portals,1413.48,In Progress,2/7/2022,2/5/2021,Basic,8/13/2022,5/5/2025
d002855,cu02638,Maximize Magnetic Technologies,6313.28,Won,3/2/2021,9/22/2022,Pro,11/8/2024,3/10/2020
d002856,cu01952,Generate Revolutionary Experiences,4053.55,In Progress,9/14/2022,10/18/2019,Pro,4/5/2017,1/29/2022
d002857,cu06856,Target Web-Enabled Technologies,4624.85,Won,5/29/2020,1/24/2025,Basic,12/10/2023,7/7/2023
d002858,cu03018,Transform Cutting-Edge Communities,4675.24,Lost,2/28/2019,11/16/2020,Free,8/21/2020,7/6/2023
d002859,cu02861,Streamline Extensible Partnerships,7316.41,Lost,2/24/2021,8/15/2019,Pro,6/12/2019,3/29/2019
d002860,cu01903,Re-Contextualize Impactful Content,9633.09,Lost,7/17/2020,11/19/2024,Basic,2/8/2021,3/16/2025
d002861,cu00839,Maximize Mission-Critical Models,6107.54,Lost,8/25/2019,12/4/2020,Enterprise,9/1/2022,7/9/2019
d002862,cu08476,Benchmark Intuitive Deliverables,3757.94,Lost,11/11/2023,5/13/2022,Free,7/15/2019,11/4/2021
d002863,cu08759,Unleash Viral Eyeballs,6810.11,In Progress,10/2/2018,11/5/2022,Enterprise,7/2/2018,8/10/2024
d002864,cu08092,Whiteboard Mission-Critical Roi,369.33,In Progress,9/21/2022,8/19/2023,Free,12/26/2021,10/7/2022
d002865,cu02719,Aggregate Next-Generation Relationships,1675.03,Lost,10/13/2021,9/14/2023,Enterprise,12/8/2019,4/17/2019
d002866,cu00785,Synthesize 24/7 E-Commerce,859.89,Lost,9/9/2020,9/3/2021,Basic,6/14/2018,6/20/2023
d002867,cu06318,Deliver User-Centric Methodologies,6515.75,Lost,6/9/2024,10/15/2024,Free,9/1/2017,12/17/2020
d002868,cu05494,Productize Frictionless Markets,2250.71,Won,10/25/2021,10/2/2020,Free,12/3/2017,3/23/2022
d002869,cu01129,Re-Intermediate Back-End Interfaces,1406.91,Won,8/26/2022,3/3/2025,Enterprise,12/17/2017,5/17/2021
d002870,cu07239,Incubate Front-End Partnerships,7530,Won,9/19/2019,11/6/2022,Basic,12/30/2017,6/2/2024
d002871,cu07893,Integrate Back-End Initiatives,3799.53,Won,12/12/2023,8/9/2023,Enterprise,6/19/2019,12/20/2023
d002872,cu01636,Re-Contextualize One-To-One Paradigms,8212.91,Won,7/28/2019,5/3/2020,Enterprise,10/3/2024,11/3/2023
d002873,cu09347,Transition Back-End Mindshare,1028.19,Won,1/15/2023,11/3/2020,Enterprise,12/13/2023,4/4/2021
d002874,cu01311,Implement One-To-One Web Services,6415.35,Lost,12/13/2019,5/5/2020,Pro,8/28/2022,11/19/2019
d002875,cu04163,Implement User-Centric Methodologies,5591.26,Lost,1/4/2021,2/5/2019,Pro,1/9/2022,11/15/2018
d002876,cu04094,Incentivize Wireless Info-Mediaries,3759,Won,1/17/2019,5/6/2019,Free,10/13/2021,6/22/2024
d002877,cu00912,Extend Front-End Functionalities,8372.29,Won,1/25/2024,1/6/2020,Free,6/12/2019,2/27/2023
d002878,cu07036,Grow Next-Generation Solutions,6249.3,In Progress,1/17/2024,11/28/2022,Free,5/16/2021,9/14/2019
d002879,cu03433,Architect Customized Web-Readiness,7736.75,Won,8/5/2023,6/16/2019,Enterprise,6/7/2023,8/12/2025
d002880,cu03158,Seize World-Class Roi,2139.56,Won,8/26/2022,1/4/2025,Pro,1/11/2021,6/28/2025
d002881,cu02493,Transition 24/365 Paradigms,120.38,Won,8/15/2021,11/16/2021,Basic,12/24/2021,3/19/2023
d002882,cu08245,Drive Bleeding-Edge Methodologies,6162.75,Lost,6/12/2023,10/6/2022,Basic,10/13/2023,7/26/2024
d002883,cu08381,Evolve Web-Enabled Platforms,9365.03,In Progress,12/7/2018,8/2/2020,Free,12/1/2018,10/4/2023
d002884,cu03840,Morph Frictionless Platforms,8893.82,Won,7/26/2020,10/12/2019,Enterprise,2/22/2022,1/14/2023
d002885,cu04862,Envisioneer Dot-Com Supply-Chains,2017.7,Won,4/10/2023,5/25/2023,Basic,2/27/2019,3/12/2024
d002886,cu05995,Revolutionize Frictionless Metrics,2969.19,Won,1/16/2022,8/16/2022,Enterprise,5/23/2019,3/17/2023
d002887,cu00826,Brand Real-Time E-Markets,5521.31,Won,7/2/2020,5/2/2021,Free,9/11/2022,4/18/2019
d002888,cu02270,E-Enable Cutting-Edge Platforms,1934.5,Won,2/18/2021,4/21/2020,Basic,2/10/2021,9/9/2019
d002889,cu09247,Architect Mission-Critical E-Services,9732.55,In Progress,8/16/2018,1/25/2021,Basic,12/17/2018,6/14/2025
d002890,cu02407,Visualize Compelling Deliverables,470.83,Lost,8/21/2018,7/13/2020,Enterprise,12/5/2020,3/10/2022
d002891,cu09926,Enable Extensible Vortals,3494.39,Won,1/7/2023,7/10/2023,Basic,7/29/2018,2/8/2021
d002892,cu05156,Grow End-To-End Portals,9196.92,Won,5/21/2018,3/28/2022,Free,10/5/2021,5/12/2021
d002893,cu00201,Utilize B2B E-Tailers,9857.57,In Progress,10/12/2023,4/17/2019,Basic,2/9/2023,5/25/2020
d002894,cu09963,Orchestrate Revolutionary E-Markets,6341.83,In Progress,7/1/2020,8/21/2023,Basic,6/13/2024,7/8/2024
d002895,cu01673,Utilize Best-Of-Breed Mindshare,7650.94,In Progress,12/18/2021,2/22/2024,Pro,8/24/2018,9/18/2020
d002896,cu09520,Target Real-Time Systems,1575.65,Won,5/12/2022,9/9/2020,Pro,4/14/2022,9/21/2020
d002897,cu00561,Synthesize Bricks-And-Clicks Info-Mediaries,2540.8,Lost,6/5/2018,4/26/2020,Pro,11/1/2019,12/29/2018
d002898,cu07093,Maximize Compelling Markets,3635.14,Won,9/24/2023,12/9/2019,Enterprise,9/26/2022,7/13/2023
d002899,cu08578,Revolutionize Sticky Synergies,9726.52,In Progress,8/16/2022,11/5/2022,Enterprise,7/18/2019,10/16/2018
d002900,cu03540,Brand Back-End Niches,1078.54,Lost,11/1/2022,7/10/2024,Pro,8/12/2022,12/12/2018
d002901,cu03177,Transition Plug-And-Play Deliverables,3907.04,In Progress,8/2/2021,12/25/2020,Free,2/21/2019,4/22/2023
d002902,cu03101,Empower Enterprise Infrastructures,2512,In Progress,8/18/2020,12/3/2019,Pro,5/2/2019,4/20/2021
d002903,cu06897,Envisioneer Turn-Key Convergence,6385.75,In Progress,4/15/2020,3/31/2024,Pro,1/16/2020,11/25/2023
d002904,cu04700,Extend E-Business Experiences,2992.01,Lost,8/5/2022,7/19/2023,Basic,8/15/2022,9/29/2022
d002905,cu08232,Incentivize Virtual Content,5014.42,Won,9/21/2024,9/13/2022,Pro,2/11/2020,2/20/2020
d002906,cu02735,Leverage Back-End Platforms,6021.9,In Progress,8/8/2019,8/24/2024,Basic,8/3/2023,9/16/2023
d002907,cu09682,Extend User-Centric Solutions,4468.19,Won,2/26/2019,1/21/2023,Free,9/15/2023,11/3/2018
d002908,cu06511,Integrate Back-End Technologies,7886.58,Lost,11/18/2024,1/21/2019,Basic,7/23/2020,9/1/2021
d002909,cu04278,Scale Front-End Mindshare,5911.72,Won,5/21/2022,9/20/2019,Basic,11/15/2023,12/24/2019
d002910,cu01764,Brand Robust E-Tailers,6274.41,In Progress,10/19/2020,2/8/2020,Enterprise,6/26/2018,2/14/2018
d002911,cu00959,Orchestrate Vertical Synergies,2378.74,Lost,7/9/2023,12/23/2020,Pro,8/8/2024,4/20/2021
d002912,cu08747,Empower Integrated Platforms,7881.31,Won,2/10/2021,12/20/2024,Free,11/27/2022,6/21/2022
d002913,cu09249,Deliver Next-Generation Niches,7312.49,In Progress,12/8/2020,12/12/2019,Pro,8/31/2018,4/10/2019
d002914,cu08535,Cultivate Dot-Com Metrics,2491.04,In Progress,2/2/2021,1/19/2021,Enterprise,10/16/2019,7/23/2023
d002915,cu06297,Expedite Leading-Edge Interfaces,8944.52,Won,12/20/2022,9/17/2023,Free,6/21/2020,12/17/2023
d002916,cu02174,Matrix Ubiquitous Deliverables,8976.61,In Progress,10/5/2021,9/15/2019,Enterprise,2/5/2018,9/7/2022
d002917,cu02446,Innovate Value-Added E-Markets,645.33,Won,11/1/2021,11/23/2020,Free,8/7/2018,5/21/2022
d002918,cu04045,Evolve Best-Of-Breed Initiatives,4813.71,Lost,2/8/2020,1/24/2024,Basic,12/16/2024,4/29/2018
d002919,cu05736,E-Enable Real-Time Methodologies,6559.37,Won,8/25/2018,10/1/2023,Enterprise,1/29/2017,1/14/2024
d002920,cu01312,Productize Clicks-And-Mortar E-Commerce,2741.29,In Progress,7/24/2022,8/8/2019,Free,11/11/2017,9/25/2021
d002921,cu03950,Maximize Customized Architectures,5420.42,In Progress,4/19/2020,11/23/2021,Free,12/6/2021,7/11/2024
d002922,cu05570,Enhance Compelling Metrics,667.08,In Progress,7/21/2024,7/4/2022,Pro,9/18/2018,3/26/2025
d002923,cu03350,Monetize Enterprise E-Business,6392.09,Won,11/28/2023,9/25/2021,Free,3/23/2018,3/25/2020
d002924,cu09388,Maximize Proactive Paradigms,603.28,In Progress,11/6/2022,2/2/2021,Pro,10/24/2020,7/28/2019
d002925,cu05015,Mesh 24/365 Architectures,4350.2,Lost,12/22/2020,10/16/2021,Free,4/6/2024,12/1/2019
d002926,cu05007,Disintermediate Efficient Architectures,917.93,Won,3/23/2024,1/10/2020,Free,11/16/2022,1/9/2019
d002927,cu04094,Architect Strategic Networks,1527.52,In Progress,7/21/2018,9/6/2021,Pro,10/1/2024,3/12/2023
d002928,cu05278,Scale Compelling E-Business,9393.95,Won,6/18/2018,10/15/2024,Basic,5/19/2017,4/5/2020
d002929,cu08437,Enable Integrated Users,9639.86,In Progress,1/8/2019,9/11/2022,Free,2/5/2022,5/6/2024
d002930,cu05930,Re-Intermediate One-To-One Convergence,3795.81,Won,7/31/2023,2/6/2022,Pro,4/18/2019,12/7/2023
d002931,cu06126,Evolve 24/365 Applications,3349.5,In Progress,6/10/2019,3/3/2022,Basic,11/12/2019,5/21/2023
d002932,cu07806,Embrace 24/7 Relationships,6725.05,Won,11/8/2021,10/19/2021,Free,8/8/2018,9/12/2020
d002933,cu00215,Evolve Extensible Solutions,2980.04,In Progress,7/4/2023,10/18/2024,Free,4/29/2022,5/13/2020
d002934,cu05970,Transition Efficient Mindshare,1912.54,Won,11/13/2021,12/5/2021,Free,2/25/2018,4/27/2019
d002935,cu03949,Enhance Viral Partnerships,1586.52,Lost,3/18/2022,3/30/2025,Pro,12/17/2023,8/20/2020
d002936,cu02415,Evolve Back-End Technologies,275.05,Lost,9/15/2020,8/22/2023,Enterprise,12/27/2020,6/24/2018
d002937,cu02145,Extend Best-Of-Breed Mindshare,5160.13,In Progress,1/15/2021,10/3/2021,Free,1/12/2017,5/19/2023
d002938,cu08215,Incentivize Scalable Networks,7661.91,Lost,10/11/2022,8/16/2020,Basic,9/20/2019,4/4/2021
d002939,cu03074,Grow Frictionless Bandwidth,9642.76,Lost,5/12/2023,9/11/2020,Free,4/30/2024,2/27/2022
d002940,cu04213,Morph Clicks-And-Mortar Vortals,108.41,Won,12/24/2024,9/22/2020,Pro,12/7/2018,3/24/2025
d002941,cu02782,Synthesize Mission-Critical Info-Mediaries,2806.16,In Progress,12/2/2024,12/14/2020,Enterprise,10/27/2018,4/12/2023
d002942,cu09659,Reinvent Cross-Media Partnerships,277.54,Won,4/27/2018,5/30/2020,Pro,11/21/2020,10/28/2018
d002943,cu04247,Revolutionize Intuitive Experiences,5330.1,Lost,11/17/2022,11/11/2021,Pro,9/17/2020,3/11/2025
d002944,cu04925,Morph Turn-Key Mindshare,6174.69,Won,7/19/2020,3/10/2021,Enterprise,11/3/2021,8/4/2025
d002945,cu01816,Optimize Innovative Niches,6561.62,Lost,11/17/2018,12/3/2022,Enterprise,1/15/2017,5/17/2018
d002946,cu02873,Brand Cutting-Edge Schemas,1315.6,Lost,11/30/2018,5/20/2024,Pro,11/18/2023,4/10/2024
d002947,cu01212,Embrace Real-Time Supply-Chains,9089.54,Won,4/10/2018,5/12/2021,Free,1/10/2021,7/31/2022
d002948,cu03687,Revolutionize Best-Of-Breed Deliverables,6629.94,Won,11/20/2020,1/9/2020,Pro,8/17/2022,2/15/2020
d002949,cu07811,Exploit Rich Web-Readiness,5243.93,Lost,9/3/2023,2/17/2019,Pro,9/30/2018,9/30/2024
d002950,cu05620,Facilitate Viral Models,694.75,In Progress,12/8/2020,6/14/2019,Pro,11/9/2022,10/29/2024
d002951,cu08240,Orchestrate Innovative Vortals,6356.66,In Progress,5/14/2019,9/30/2019,Free,11/17/2022,10/12/2019
d002952,cu03167,Brand Virtual Deliverables,4579.15,In Progress,12/1/2019,9/17/2022,Basic,4/17/2019,8/10/2025
d002953,cu01612,Implement Cross-Platform Initiatives,1681.67,In Progress,2/19/2021,9/14/2022,Basic,10/15/2023,9/12/2024
d002954,cu03384,Matrix Killer Web-Readiness,6215.69,Lost,3/23/2021,2/18/2021,Enterprise,10/13/2021,4/17/2024
d002955,cu01730,Harness Cutting-Edge Vortals,2294.17,In Progress,8/7/2018,11/27/2019,Pro,8/3/2018,5/6/2018
d002956,cu00514,Optimize E-Business Initiatives,6805.61,Won,4/20/2022,11/1/2019,Pro,10/16/2023,5/16/2024
d002957,cu09437,Enhance Viral Solutions,1601.38,Lost,6/25/2022,8/8/2019,Enterprise,12/27/2018,2/15/2019
d002958,cu00821,Transition Open-Source Web-Readiness,5835.6,Lost,7/13/2023,8/31/2025,Enterprise,4/13/2021,10/15/2021
d002959,cu04606,Benchmark Synergistic Technologies,1056.7,Lost,1/26/2018,5/12/2022,Free,5/13/2018,6/2/2021
d002960,cu09088,Streamline Next-Generation Vortals,9385.43,In Progress,6/9/2020,7/4/2025,Enterprise,10/18/2020,11/13/2022
d002961,cu00648,Incubate Granular E-Commerce,5033.72,In Progress,5/27/2021,12/31/2023,Free,5/11/2024,4/6/2019
d002962,cu09332,Synthesize Turn-Key Relationships,8812.88,In Progress,6/26/2023,4/26/2023,Pro,10/25/2023,6/21/2022
d002963,cu04873,Deliver Out-Of-The-Box Applications,1800.89,In Progress,5/3/2023,5/10/2023,Pro,4/4/2018,6/30/2022
d002964,cu03682,Expedite Vertical Channels,5159.8,Lost,10/23/2021,10/9/2021,Basic,5/16/2018,3/3/2024
d002965,cu05016,Engage Ubiquitous Networks,6461.54,Won,5/31/2021,12/7/2020,Free,7/11/2022,8/12/2025
d002966,cu05644,Cultivate Global E-Markets,2563.49,In Progress,3/12/2021,5/16/2025,Enterprise,6/27/2017,8/31/2022
d002967,cu03347,Cultivate Killer Relationships,9744.87,Won,2/28/2023,10/1/2019,Pro,2/18/2024,4/29/2019
d002968,cu09088,Synthesize Best-Of-Breed Eyeballs,8459.76,In Progress,4/6/2020,8/2/2019,Free,5/25/2018,8/29/2021
d002969,cu02652,Aggregate Rich Web Services,9314.74,Won,7/10/2018,7/26/2021,Pro,5/24/2018,1/16/2018
d002970,cu03915,Engage Killer Paradigms,7371.91,In Progress,1/7/2023,5/19/2020,Basic,12/31/2022,11/18/2018
d002971,cu01614,Transition Distributed Markets,6292.51,In Progress,3/22/2018,2/18/2020,Pro,10/8/2023,11/29/2020
d002972,cu05189,Envisioneer Synergistic Interfaces,5186.19,Won,8/23/2021,5/20/2022,Basic,3/10/2019,4/6/2019
d002973,cu05051,Target Plug-And-Play Supply-Chains,8608.7,Lost,1/12/2021,8/21/2024,Basic,1/5/2019,2/25/2024
d002974,cu03382,Synergize Vertical Info-Mediaries,6718.97,Lost,7/20/2024,7/15/2022,Pro,8/2/2024,4/30/2019
d002975,cu02269,Deploy Seamless Markets,371.63,Lost,8/19/2020,10/21/2022,Enterprise,6/11/2019,5/24/2024
d002976,cu02853,Revolutionize Magnetic Info-Mediaries,291.34,Won,11/30/2022,1/1/2021,Free,3/28/2020,5/24/2021
d002977,cu05051,Cultivate Magnetic Supply-Chains,140.48,Lost,6/28/2020,10/28/2020,Basic,2/17/2022,10/5/2018
d002978,cu09847,Synthesize Robust Schemas,7928.97,In Progress,4/6/2018,6/10/2020,Pro,9/1/2024,9/25/2023
d002979,cu03489,Unleash Transparent Systems,9706.96,Lost,11/4/2022,6/13/2021,Enterprise,4/6/2023,6/29/2020
d002980,cu04497,Envisioneer User-Centric Web-Readiness,1747.47,Lost,9/9/2019,11/3/2024,Pro,4/12/2022,2/15/2018
d002981,cu06960,Re-Intermediate Mission-Critical Applications,2956.64,In Progress,3/31/2023,3/5/2023,Basic,2/6/2023,3/25/2020
d002982,cu01994,Harness World-Class Vortals,3658.25,Lost,4/14/2019,7/23/2020,Basic,11/16/2022,3/14/2019
d002983,cu06186,Expedite Innovative E-Markets,7027.18,Lost,10/31/2024,8/6/2019,Enterprise,4/14/2023,1/18/2024
d002984,cu05850,Evolve Open-Source Models,9540.65,In Progress,5/9/2019,9/12/2019,Free,5/1/2024,11/20/2021
d002985,cu09565,Expedite Value-Added Web Services,9013.53,Won,5/16/2020,11/5/2020,Pro,1/11/2022,2/4/2018
d002986,cu00342,Orchestrate Leading-Edge Supply-Chains,7214.97,Lost,7/25/2022,4/11/2025,Pro,12/7/2023,1/23/2022
d002987,cu05325,Architect Synergistic Info-Mediaries,4455.52,Lost,8/12/2024,3/2/2024,Enterprise,5/25/2019,9/1/2021
d002988,cu03616,Integrate Proactive Convergence,3732.39,In Progress,6/4/2018,6/18/2019,Basic,5/23/2022,2/4/2023
d002989,cu09288,Iterate Web-Enabled Relationships,169.01,In Progress,1/9/2020,5/10/2020,Free,2/5/2017,1/17/2025
d002990,cu01557,Transition Value-Added Applications,1005.67,Lost,12/10/2023,6/4/2025,Pro,8/6/2022,2/14/2018
d002991,cu08261,Unleash Proactive Paradigms,8448.98,Lost,6/6/2018,8/29/2022,Basic,3/17/2017,4/15/2025
d002992,cu07540,Harness Next-Generation E-Business,8725.69,Won,3/22/2019,10/5/2020,Enterprise,3/17/2024,2/2/2024
d002993,cu04715,Target Robust Convergence,3590.99,Lost,5/6/2021,5/2/2023,Free,4/6/2022,3/14/2020
d002994,cu09906,Orchestrate Killer Web Services,4153.78,Won,10/14/2020,2/24/2019,Basic,11/4/2021,10/15/2020
d002995,cu06674,Redefine Cross-Platform Deliverables,3653.63,Lost,5/22/2021,9/15/2021,Enterprise,11/20/2022,5/9/2019
d002996,cu03556,Morph Transparent E-Markets,466.91,Won,2/5/2018,9/20/2020,Pro,4/23/2021,1/27/2019
d002997,cu01932,Harness Frictionless Solutions,6398.2,Won,7/11/2022,2/25/2020,Basic,5/3/2019,11/28/2022
d002998,cu03956,Exploit Intuitive Interfaces,2371.22,In Progress,11/27/2019,9/7/2019,Free,4/30/2019,9/24/2020
d002999,cu04653,Mesh Value-Added Portals,3258.16,In Progress,6/12/2022,6/7/2022,Pro,2/26/2018,4/11/2021
d003000,cu04289,Whiteboard Cross-Media Mindshare,9476.3,Lost,2/1/2018,6/11/2019,Pro,5/26/2022,12/4/2023
d003001,cu06910,Implement Global Niches,9594.4,Won,11/1/2021,9/8/2019,Basic,3/27/2023,1/10/2020
d003002,cu04079,Reinvent Web-Enabled Web-Readiness,116.06,In Progress,2/17/2018,6/20/2021,Basic,12/5/2020,5/17/2021
d003003,cu07547,Strategize Global E-Markets,9298.87,In Progress,9/29/2019,3/27/2021,Basic,7/12/2023,8/4/2020
d003004,cu07469,Extend Clicks-And-Mortar Content,9905.48,In Progress,2/19/2021,4/6/2024,Basic,12/23/2020,11/8/2024
d003005,cu05269,Extend Cross-Platform Convergence,8170.24,Lost,10/14/2022,7/24/2025,Enterprise,1/27/2018,8/11/2024
d003006,cu00446,Re-Intermediate Bleeding-Edge Paradigms,2876.36,In Progress,12/7/2020,5/27/2022,Basic,9/26/2020,1/23/2022
d003007,cu00346,Streamline Rich Methodologies,6710.89,Won,6/26/2021,12/11/2022,Pro,11/20/2018,7/15/2019
